"Наименование","Цена","Ссылка"
"Black Label Kush 25g","$200.00","http://nu5grt6sxtkep757.onion/?product=black-label-kush-25g"
"Amazon Gift Card – $700","$150.00","http://nu5grt6sxtkep757.onion/?product=amazon-gift-card-700"
"German ID Card (Real)","$1,500.00","http://nu5grt6sxtkep757.onion/?product=german-id-card-real"
"Haze 25g","$220.00","http://nu5grt6sxtkep757.onion/?product=smart-watches-3-swr50"
"eBay Gift Card – $150","$50.00","http://nu5grt6sxtkep757.onion/?product=ebay-gift-card-150"
"Desert Eagle IMI – Kal.44","$550.00","http://nu5grt6sxtkep757.onion/?product=desert-eagle-imi-kal-44"
"Amazon Gift Card – $500","$100.00","http://nu5grt6sxtkep757.onion/?product=amazon-gift-card-500"
"Colombian Cocaine 2g","$200.00","http://nu5grt6sxtkep757.onion/?product=colombian-cocaine-100g"
"Visa Prepaid 3100$","$105.00","http://nu5grt6sxtkep757.onion/?product=visa-prepaid-3100"
"3 x Visa Prepaid 3100$","$299.00","http://nu5grt6sxtkep757.onion/?product=3-x-visa-prepaid-3100"
"5 x Visa Prepaid 2700€","$510.00","http://nu5grt6sxtkep757.onion/?product=5-x-visa-prepaid-2700e"
"iTunes Gift Card – $100","$50.00","http://nu5grt6sxtkep757.onion/?product=itunes-gift-card-100"
"To make a document, we need personal information about you + your real photo.","$350.00","http://nu5grt6sxtkep757.onion/?product=undetectable-fake-drivers-license"
"Steam Gift Card – $100","$50.00","http://nu5grt6sxtkep757.onion/?product=steam-gift-card-100"
"MoneyGram Transfer 1000$","$110.00","http://nu5grt6sxtkep757.onion/?product=moneygram-transfer-1000"
"eBay Gift Card – $300","$100.00","http://nu5grt6sxtkep757.onion/?product=ebay-gift-card-300"
"3 x Visa Prepaid 2700€","$299.00","http://nu5grt6sxtkep757.onion/?product=3-x-visa-prepaid-2700e"
"To make a document, we need personal information about you + your real photo.","$1,800.00","http://nu5grt6sxtkep757.onion/?product=id-cards-country-of-choice"
"MasterCard Prepaid 3100$","$105.00","http://nu5grt6sxtkep757.onion/?product=mastercard-prepaid-3100"
"iTunes Gift Card – $200","$100.00","http://nu5grt6sxtkep757.onion/?product=itunes-gift-card-200"
"To make a document, we need personal information about you + your real photo.","$699.00","http://nu5grt6sxtkep757.onion/?product=undetectable-fake-id-cards"
"Haze 50g","$400.00","http://nu5grt6sxtkep757.onion/?product=haze-50g"
"WU Transfer 1000$","$110.00","http://nu5grt6sxtkep757.onion/?product=wu-transfer-1000"
"Gun Walther P99 – Mod. P99","$896.00","http://nu5grt6sxtkep757.onion/?product=gun-walther-p99-mod-p99"
"To make a document, we need personal information about you + your real photo.","$2,600.00","http://nu5grt6sxtkep757.onion/?product=fake-id-passports-all-countries"
"To make a document, we need personal information about you + your real photo.","$3,000.00","http://nu5grt6sxtkep757.onion/?product=driver-license-for-your-country"
"Amazon Gift Card – $800","$180.00","http://nu5grt6sxtkep757.onion/?product=amazon-gift-card-800"
"3 x MasterCard Prepaid 3100$","$299.00","http://nu5grt6sxtkep757.onion/?product=3-x-mastercard-prepaid-3100"
"iTunes Gift Card – $300","$150.00","http://nu5grt6sxtkep757.onion/?product=itunes-gift-card-300"
"To make a document, we need personal information about you + your real photo.","$1,900.00","http://nu5grt6sxtkep757.onion/?product=german-driver-license-real"
"Rifle calibre 22lr + 50 x Ammunition","$899.00","http://nu5grt6sxtkep757.onion/?product=rifle-calibre-22lr-50-x-ammunition"
"WU Transfer 1500$","$150.00","http://nu5grt6sxtkep757.onion/?product=wu-transfer-1500"
"Black Label Kush 25g","$180.00","http://nu5grt6sxtkep757.onion/?product=black-label-kush-25g"
"MoneyGram Transfer 3000$","$260.00","http://nu5grt6sxtkep757.onion/?product=moneygram-transfer-3000"
"Great Britain Passport (Real)","$17,116.00","http://nu5grt6sxtkep757.onion/?product=great-britain-passport"
"German Passport (Real)","$9,000.00","http://nu5grt6sxtkep757.onion/?product=german-passport"
"Steam Gift Card – $300","$150.00","http://nu5grt6sxtkep757.onion/?product=steam-gift-card-300"
"Lemon Haze 25g","$240.00","http://nu5grt6sxtkep757.onion/?product=lemon-haze-25g"
"eBay Gift Card – $400","$150.00","http://nu5grt6sxtkep757.onion/?product=ebay-gift-card-400"
"American Express Prepaid prepaid cards come with PINs and instructions.","AMEX Prepaid 2700€","http://nu5grt6sxtkep757.onion/?product=amex-prepaid-2700e"
"USA ID Card (Real)","$850.00","http://nu5grt6sxtkep757.onion/?product=usa-id-card-real"
"5 x MasterCard Prepaid 3100$","$510.00","http://nu5grt6sxtkep757.onion/?product=5-x-mastercard-prepaid-3100"
"PayPal Transfer 1000$","$130.00","http://nu5grt6sxtkep757.onion/?product=paypal-transfer-1000"
"Steam Gift Card – $200","$100.00","http://nu5grt6sxtkep757.onion/?product=steam-gift-card-200"
"and Money Transfers via PayPal","Transfer: $600","http://inrjqbqf43ndz7dl.onion/#visa/"
"Prepaid Cards VISA","$110","http://inrjqbqf43ndz7dl.onion/#visa"
"Western Union Transfers","Transfer: $1000","http://inrjqbqf43ndz7dl.onion/#visa"
"Prepaid Cards MasterCard","$120","http://inrjqbqf43ndz7dl.onion"
"Western Union Transfers","Transfer: $1000","http://inrjqbqf43ndz7dl.onion"
"Prepaid Cards VISA","$110","http://inrjqbqf43ndz7dl.onion/"
"Western Union Transfers","Transfer: $1000","http://inrjqbqf43ndz7dl.onion/"
"Prepaid Cards MasterCard","$120","http://inrjqbqf43ndz7dl.onion/"
"PayPal Transfers","Transfer: $600","http://inrjqbqf43ndz7dl.onion/order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://lgnrqc2er5svheb2.onion/#visa/"
"Western Union Transfers","Transfer: $1000","http://lgnrqc2er5svheb2.onion/"
"Prepaid Cards VISA","$110","http://lgnrqc2er5svheb2.onion"
"Prepaid Cards VISA","$110","http://lgnrqc2er5svheb2.onion/#visa"
"Western Union Transfers","Transfer: $1000","http://lgnrqc2er5svheb2.onion"
"Western Union Transfers","Transfer: $1000","http://lgnrqc2er5svheb2.onion/#visa"
"and Money Transfers via PayPal","Transfer: $600","http://lgnrqc2er5svheb2.onion//"
"Prepaid Cards VISA","$110","http://lgnrqc2er5svheb2.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://lgnrqc2er5svheb2.onion/"
"PayPal Transfers","Transfer: $600","http://lgnrqc2er5svheb2.onion/order?type=paypal&id=1"
"PayPal Transfers","Transfer: $600","http://lgnrqc2er5svheb2.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://lgnrqc2er5svheb2.onion/"
"PayPal Transfers","Transfer: $600","http://lgnrqc2er5svheb2.onion/#visa/order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://lgnrqc2er5svheb2.onion/#visa"
"Prepaid Cards MasterCard","$120","http://lgnrqc2er5svheb2.onion"
"PayPal Transfers","Transfer: $600","http://2cmcei2nwug3xhw3.onion/order?type=paypal&id=1"
"Prepaid Cards VISA","$110","http://2cmcei2nwug3xhw3.onion"
"Western Union Transfers","Transfer: $1000","http://2cmcei2nwug3xhw3.onion"
"Prepaid Cards VISA","$110","http://2cmcei2nwug3xhw3.onion/"
"PayPal Transfers","Transfer: $600","http://2cmcei2nwug3xhw3.onion//order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://2cmcei2nwug3xhw3.onion/"
"Prepaid Cards MasterCard","$120","http://2cmcei2nwug3xhw3.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://2cmcei2nwug3xhw3.onion//"
"Prepaid Cards MasterCard","$120","http://2cmcei2nwug3xhw3.onion"
"and Money Transfers via PayPal","Transfer: $600","http://2cmcei2nwug3xhw3.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://fy44dgfqeymsflj6.onion//"
"Prepaid Cards MasterCard","$120","http://fy44dgfqeymsflj6.onion"
"Western Union Transfers","Transfer: $1000","http://fy44dgfqeymsflj6.onion"
"Prepaid Cards VISA","$110","http://fy44dgfqeymsflj6.onion/"
"Prepaid Cards MasterCard","$120","http://fy44dgfqeymsflj6.onion/"
"Western Union Transfers","Transfer: $1000","http://fy44dgfqeymsflj6.onion/"
"PayPal Transfers","Transfer: $600","http://fy44dgfqeymsflj6.onion//order?type=paypal&id=1"
"Prepaid Cards VISA","$110","http://fy44dgfqeymsflj6.onion/#visa"
"and Money Transfers via PayPal","Transfer: $600","http://fy44dgfqeymsflj6.onion/#visa/"
"PayPal Transfers","Transfer: $600","http://fy44dgfqeymsflj6.onion/order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://fy44dgfqeymsflj6.onion/#visa"
"Western Union Transfers","Transfer: $1000","http://fy44dgfqeymsflj6.onion/#visa"
"PayPal Transfers","Transfer: $600","http://fy44dgfqeymsflj6.onion/#visa/order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://fy44dgfqeymsflj6.onion/"
"Prepaid Cards VISA","$110","http://fy44dgfqeymsflj6.onion"
"Prepaid Cards MasterCard","$120","http://znyclgpkrphdppsp.onion"
"and Money Transfers via PayPal","Transfer: $600","http://znyclgpkrphdppsp.onion//"
"and Money Transfers via PayPal","Transfer: $600","http://znyclgpkrphdppsp.onion/"
"PayPal Transfers","Transfer: $600","http://znyclgpkrphdppsp.onion/#visa/order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://znyclgpkrphdppsp.onion"
"and Money Transfers via PayPal","Transfer: $600","http://znyclgpkrphdppsp.onion/#visa/"
"Prepaid Cards VISA","$110","http://znyclgpkrphdppsp.onion/#visa"
"and Money Transfers via PayPal","Transfer: $600","http://znyclgpkrphdppsp.onion/#visa//"
"PayPal Transfers","Transfer: $600","http://znyclgpkrphdppsp.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://znyclgpkrphdppsp.onion/"
"Western Union Transfers","Transfer: $1000","http://znyclgpkrphdppsp.onion/#visa/"
"Prepaid Cards MasterCard","$120","http://znyclgpkrphdppsp.onion/#visa/"
"Western Union Transfers","Transfer: $1000","http://znyclgpkrphdppsp.onion/"
"Prepaid Cards VISA","$110","http://znyclgpkrphdppsp.onion"
"PayPal Transfers","Transfer: $600","http://znyclgpkrphdppsp.onion/order?type=paypal&id=1"
"PayPal Transfers","Transfer: $600","http://znyclgpkrphdppsp.onion/#visa//order?type=paypal&id=1"
"Prepaid Cards VISA","$110","http://znyclgpkrphdppsp.onion/#visa/"
"Western Union Transfers","Transfer: $1000","http://znyclgpkrphdppsp.onion/#visa"
"Prepaid Cards VISA","$110","http://znyclgpkrphdppsp.onion/"
"Prepaid Cards MasterCard","$120","http://znyclgpkrphdppsp.onion/#visa"
"Granddaddy Purple","1 kg-$2400","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#pay/pay.php"
"Granddaddy Purple","1 kg-$2400","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#index.htmlindex.htmlpay/pay.php"
"the best Mexican Flake cocaine at the best price, No cuts at international level or from my end. Some of the purest flake you will find . For those that want the best and the most reliable option for buy in bulk in terms of security.

( - - - - - - - Product description - - - - - - ) Ã¢Å¡âº Lab Tested at 90% *HCl PURE Ã¢Å¡âº Pure Cocaine Ã¢Å¡âº Mexican Fishscale Ã¢Å¡âº Very clean powerful buzz Ã¢Å¡âº Next Day Delivery (93%+)","1000g -$10,000","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onionpay/pay.php"
"Granddaddy Purple","1 kg-$2400","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#index.htmlpay/pay.php"
"the best Mexican Flake cocaine at the best price, No cuts at international level or from my end. Some of the purest flake you will find . For those that want the best and the most reliable option for buy in bulk in terms of security.

( - - - - - - - Product description - - - - - - ) Ã¢Å¡âº Lab Tested at 90% *HCl PURE Ã¢Å¡âº Pure Cocaine Ã¢Å¡âº Mexican Fishscale Ã¢Å¡âº Very clean powerful buzz Ã¢Å¡âº Next Day Delivery (93%+)","1000g -$10,000","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#index.htmlpay/pay.php"
"the best Mexican Flake cocaine at the best price, No cuts at international level or from my end. Some of the purest flake you will find . For those that want the best and the most reliable option for buy in bulk in terms of security.

( - - - - - - - Product description - - - - - - ) Ã¢Å¡âº Lab Tested at 90% *HCl PURE Ã¢Å¡âº Pure Cocaine Ã¢Å¡âº Mexican Fishscale Ã¢Å¡âº Very clean powerful buzz Ã¢Å¡âº Next Day Delivery (93%+)","1000g -$10,000","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#pay/pay.php"
"the best Mexican Flake cocaine at the best price, No cuts at international level or from my end. Some of the purest flake you will find . For those that want the best and the most reliable option for buy in bulk in terms of security.

( - - - - - - - Product description - - - - - - ) Ã¢Å¡âº Lab Tested at 90% *HCl PURE Ã¢Å¡âº Pure Cocaine Ã¢Å¡âº Mexican Fishscale Ã¢Å¡âº Very clean powerful buzz Ã¢Å¡âº Next Day Delivery (93%+)","1000g -$10,000","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onion#index.htmlindex.htmlpay/pay.php"
"Granddaddy Purple","1 kg-$2400","http://iatiof3vpk22i4udgzdpin3ygyeh5dzcexjley3bu442yfiqopwtlcad.onionpay/pay.php"
"Prepaid Cards MasterCard","$120","http://5shagzm4bml3uto5.onion/"
"Western Union Transfers","Transfer: $1000","http://5shagzm4bml3uto5.onion/"
"PayPal Transfers","Transfer: $600","http://5shagzm4bml3uto5.onion/order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://5shagzm4bml3uto5.onion//"
"PayPal Transfers","Transfer: $600","http://5shagzm4bml3uto5.onion//order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://5shagzm4bml3uto5.onion/"
"Prepaid Cards VISA","$110","http://5shagzm4bml3uto5.onion/"
"Western Union Transfers","Transfer: $1000","http://5shagzm4bml3uto5.onion"
"Prepaid Cards MasterCard","$120","http://5shagzm4bml3uto5.onion"
"Prepaid Cards VISA","$110","http://5shagzm4bml3uto5.onion"
"Prepaid Cards MasterCard","$120","http://jcg4t7tvplbfu72n.onion"
"Prepaid Cards MasterCard","$120","http://jcg4t7tvplbfu72n.onion/"
"PayPal Transfers","Transfer: $600","http://jcg4t7tvplbfu72n.onion//order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://jcg4t7tvplbfu72n.onion/"
"PayPal Transfers","Transfer: $600","http://jcg4t7tvplbfu72n.onion/order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://jcg4t7tvplbfu72n.onion/"
"Prepaid Cards VISA","$110","http://jcg4t7tvplbfu72n.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://jcg4t7tvplbfu72n.onion//"
"Prepaid Cards VISA","$110","http://jcg4t7tvplbfu72n.onion"
"Western Union Transfers","Transfer: $1000","http://jcg4t7tvplbfu72n.onion"
"PayPal Transfers","Transfer: $600","http://v25lwkn7tjkbp6aw.onion/order?type=paypal&id=1"
"Prepaid Cards VISA","$110","http://v25lwkn7tjkbp6aw.onion/"
"Western Union Transfers","Transfer: $1000","http://v25lwkn7tjkbp6aw.onion"
"and Money Transfers via PayPal","Transfer: $600","http://v25lwkn7tjkbp6aw.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://v25lwkn7tjkbp6aw.onion//"
"Prepaid Cards VISA","$110","http://v25lwkn7tjkbp6aw.onion"
"Prepaid Cards MasterCard","$120","http://v25lwkn7tjkbp6aw.onion"
"PayPal Transfers","Transfer: $600","http://v25lwkn7tjkbp6aw.onion//order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://v25lwkn7tjkbp6aw.onion/"
"Prepaid Cards MasterCard","$120","http://v25lwkn7tjkbp6aw.onion/"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6uwuyghhlm7ixmpo.onion/login"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6uwuyghhlm7ixmpo.onion/login"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6uwuyghhlm7ixmpo.onion/login"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6uwuyghhlm7ixmpo.onionlogin"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6uwuyghhlm7ixmpo.onionlogin"
"Xanax [Alprazolam] 100x (1MG) Pills (Footballs)","USD 220.00","http://6uwuyghhlm7ixmpo.onionlogin"
"UNCUT 94% 7G OF PERUVIAN CREAM COCAINE","USD 245.00","http://6uwuyghhlm7ixmpo.onionlogin"
"Clean Paypal Transfer 500$ Guarantee!","USD 70.00","http://6uwuyghhlm7ixmpo.onionlogin"
"100x Blue Tesla XTC pills 180mg mdma !!! NEW !!!","USD 99.99","http://6uwuyghhlm7ixmpo.onion/login"
"x5 of 0.3ml THC Oil Vape Cartridge + 280 mAh Pen","USD 95.99","http://6uwuyghhlm7ixmpo.onion/login"
"PayPal Transfers","Transfer: $600","http://f74yuqkfuloeqe5d.onion/order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://f74yuqkfuloeqe5d.onion/"
"Prepaid Cards MasterCard","$120","http://f74yuqkfuloeqe5d.onion"
"and Money Transfers via PayPal","Transfer: $600","http://f74yuqkfuloeqe5d.onion/#visa/"
"Prepaid Cards VISA","$110","http://f74yuqkfuloeqe5d.onion/"
"Prepaid Cards MasterCard","$120","http://f74yuqkfuloeqe5d.onion/#visa"
"and Money Transfers via PayPal","Transfer: $600","http://f74yuqkfuloeqe5d.onion//"
"PayPal Transfers","Transfer: $600","http://f74yuqkfuloeqe5d.onion/#visa/order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://f74yuqkfuloeqe5d.onion"
"PayPal Transfers","Transfer: $600","http://f74yuqkfuloeqe5d.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://f74yuqkfuloeqe5d.onion/"
"Prepaid Cards VISA","$110","http://f74yuqkfuloeqe5d.onion/#visa"
"Prepaid Cards VISA","$110","http://f74yuqkfuloeqe5d.onion"
"Western Union Transfers","Transfer: $1000","http://f74yuqkfuloeqe5d.onion/#visa"
"and Money Transfers via PayPal","Transfer: $600","http://f74yuqkfuloeqe5d.onion/"
"PayPal Transfers","Transfer: $600","http://7nytac4lun3smlgk.onion/order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://7nytac4lun3smlgk.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://7nytac4lun3smlgk.onion//"
"Prepaid Cards VISA","$110","http://7nytac4lun3smlgk.onion/"
"Prepaid Cards MasterCard","$120","http://7nytac4lun3smlgk.onion"
"and Money Transfers via PayPal","Transfer: $600","http://7nytac4lun3smlgk.onion/"
"Prepaid Cards VISA","$110","http://7nytac4lun3smlgk.onion"
"PayPal Transfers","Transfer: $600","http://7nytac4lun3smlgk.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://7nytac4lun3smlgk.onion/"
"Western Union Transfers","Transfer: $1000","http://7nytac4lun3smlgk.onion"
"Western Union Transfers","Transfer: $1000","http://bjmade7qimzb3um7.onion"
"Prepaid Cards MasterCard","$120","http://bjmade7qimzb3um7.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://bjmade7qimzb3um7.onion//"
"and Money Transfers via PayPal","Transfer: $600","http://bjmade7qimzb3um7.onion/"
"PayPal Transfers","Transfer: $600","http://bjmade7qimzb3um7.onion/order?type=paypal&id=1"
"PayPal Transfers","Transfer: $600","http://bjmade7qimzb3um7.onion//order?type=paypal&id=1"
"Western Union Transfers","Transfer: $1000","http://bjmade7qimzb3um7.onion/"
"Prepaid Cards VISA","$110","http://bjmade7qimzb3um7.onion/"
"Prepaid Cards VISA","$110","http://bjmade7qimzb3um7.onion"
"Prepaid Cards MasterCard","$120","http://bjmade7qimzb3um7.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://hvxqg7mbozargvjytv7upnu6yyblecf2jlkf6mdsbmk3clewopp3nkqd.onion"
"PayPal Transfers","Transfer: $600","http://epmrbsspx4xg6eh6.onion/order?type=paypal&id=1"
"Prepaid Cards VISA","$110","http://epmrbsspx4xg6eh6.onion/"
"Prepaid Cards VISA","$110","http://epmrbsspx4xg6eh6.onion"
"Prepaid Cards MasterCard","$120","http://epmrbsspx4xg6eh6.onion"
"Western Union Transfers","Transfer: $1000","http://epmrbsspx4xg6eh6.onion"
"PayPal Transfers","Transfer: $600","http://epmrbsspx4xg6eh6.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://epmrbsspx4xg6eh6.onion/"
"Western Union Transfers","Transfer: $1000","http://epmrbsspx4xg6eh6.onion/"
"and Money Transfers via PayPal","Transfer: $600","http://epmrbsspx4xg6eh6.onion//"
"and Money Transfers via PayPal","Transfer: $600","http://epmrbsspx4xg6eh6.onion/"
"Heroin SE China White or Brown Afghani Terror - Purity High 80s","14g $675","http://sh3zmec6hofplunj4ddcylc4tczv7xdrvqmctyyedkjzyvlhwsancbqd.onion"
"High Heat Cocaine - Purity Low 90s (Fluffy, flaky, oily fishscale - not hard repress)","14g $600","http://sh3zmec6hofplunj4ddcylc4tczv7xdrvqmctyyedkjzyvlhwsancbqd.onion"
"MDMA Belgian Moonrocks - Purity Mid 80s","14g $150","http://sh3zmec6hofplunj4ddcylc4tczv7xdrvqmctyyedkjzyvlhwsancbqd.onion"
"PayPal Transfers","Transfer: $600","http://bmcgz5rimgor2r25.onion//order?type=paypal&id=1"
"Prepaid Cards MasterCard","$120","http://bmcgz5rimgor2r25.onion/"
"Prepaid Cards MasterCard","$120","http://bmcgz5rimgor2r25.onion/#visa"
"Western Union Transfers","Transfer: $1000","http://bmcgz5rimgor2r25.onion/#visa"
"Prepaid Cards VISA","$110","http://bmcgz5rimgor2r25.onion"
"PayPal Transfers","Transfer: $600","http://bmcgz5rimgor2r25.onion/order?type=paypal&id=1"
"and Money Transfers via PayPal","Transfer: $600","http://bmcgz5rimgor2r25.onion/"
"Prepaid Cards MasterCard","$120","http://bmcgz5rimgor2r25.onion"
"Western Union Transfers","Transfer: $1000","http://bmcgz5rimgor2r25.onion"
"Prepaid Cards VISA","$110","http://bmcgz5rimgor2r25.onion/#visa"
"Prepaid Cards VISA","$110","http://bmcgz5rimgor2r25.onion/"
"Western Union Transfers","Transfer: $1000","http://bmcgz5rimgor2r25.onion/"
"PayPal Transfers","Transfer: $600","http://bmcgz5rimgor2r25.onion/#visa/order?type=paypal&id=1"
